,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM
310,서울특별시,11,서대문구,11410,304628,553611,서울연가초등학교
311,서울특별시,11,마포구,11440,301454,553651,서울상지초등학교
312,서울특별시,11,종로구,11110,310584,553520,서울재동초등학교
313,서울특별시,11,서대문구,11410,307598,553531,서울안산초등학교
314,서울특별시,11,동대문구,11230,317308,553401,서울전동초등학교
315,서울특별시,11,성북구,11290,313947,553444,대광초등학교
316,서울특별시,11,동대문구,11230,318559,553312,은석초등학교
317,서울특별시,11,서대문구,11410,303723,553403,서울북가좌초등학교
318,서울특별시,11,중랑구,11260,319647,553175,서울면남초등학교
319,서울특별시,11,종로구,11110,308943,553279,서울매동초등학교
320,서울특별시,11,강서구,11500,295875,553371,서울정곡초등학교
321,서울특별시,11,마포구,11440,302344,553224,서울상암초등학교
322,서울특별시,11,종로구,11110,313139,553135,서울창신초등학교
323,서울특별시,11,동대문구,11230,314429,553036,서울용두초등학교
324,서울특별시,11,강서구,11500,295491,553252,서울치현초등학교
325,서울특별시,11,종로구,11110,310820,553086,운현초등학교
326,서울특별시,11,종로구,11110,310782,552979,서울교동초등학교
