,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM
246,서울특별시,11,양천구,11470,298520,547530,양강중학교
247,서울특별시,11,강남구,11680,313683,547346,신사중학교
248,서울특별시,11,용산구,11170,311754,547404,오산중학교
249,서울특별시,11,용산구,11170,311085,547358,한강중학교
250,서울특별시,11,영등포구,11560,306091,547370,여의도중학교
251,서울특별시,11,송파구,11710,323280,546987,서울체육중학교
252,서울특별시,11,용산구,11170,309702,547034,용강중학교
253,서울특별시,11,양천구,11470,300428,547078,목동중학교
254,서울특별시,11,양천구,11470,298348,547107,신남중학교
255,서울특별시,11,영등포구,11560,301566,547022,문래중학교
256,서울특별시,11,송파구,11710,323688,546795,보성중학교
257,서울특별시,11,강동구,11740,324208,546754,동북중학교
258,서울특별시,11,영등포구,11560,302604,546932,양화중학교
259,서울특별시,11,양천구,11470,296839,547042,양천중학교
260,서울특별시,11,강남구,11680,314728,546787,언북중학교
261,서울특별시,11,강남구,11680,317337,546708,봉은중학교
262,서울특별시,11,영등포구,11560,305073,546833,윤중중학교
263,서울특별시,11,송파구,11710,320582,546498,잠실중학교
264,서울특별시,11,서초구,11650,312932,546472,신동중학교
265,서울특별시,11,송파구,11710,318729,546380,신천중학교
266,서울특별시,11,송파구,11710,319551,546344,잠신중학교
267,서울특별시,11,양천구,11470,299027,546574,신서중학교
268,서울특별시,11,송파구,11710,324060,546336,오륜중학교
269,서울특별시,11,영등포구,11560,304185,546501,영원중학교
270,서울특별시,11,양천구,11470,297552,546475,강신중학교
271,서울특별시,11,송파구,11710,321774,546166,방이중학교
272,서울특별시,11,강남구,11680,315935,546220,언주중학교
273,서울특별시,11,양천구,11470,300698,546264,목일중학교
274,서울특별시,11,양천구,11470,298109,546027,금옥중학교
275,서울특별시,11,서초구,11650,312572,545860,경원중학교
276,서울특별시,11,구로구,11530,301649,545948,신도림중학교
277,서울특별시,11,송파구,11710,318253,545682,정신여자중학교
278,서울특별시,11,동작구,11590,307964,545808,동양중학교
279,서울특별시,11,양천구,11470,299457,545795,봉영여자중학교
280,서울특별시,11,송파구,11710,322552,545570,방산중학교
281,서울특별시,11,송파구,11710,323411,545497,세륜중학교
282,서울특별시,11,동작구,11590,305944,545633,영등포중학교
283,서울특별시,11,구로구,11530,298176,545663,오류중학교
284,서울특별시,11,동작구,11590,305521,545626,숭의여자중학교
285,서울특별시,11,강남구,11680,317178,545282,대명중학교
286,서울특별시,11,서초구,11650,311441,545301,신반포중학교
287,서울특별시,11,강남구,11680,317249,545232,휘문중학교
288,서울특별시,11,송파구,11710,323152,545160,오금중학교
289,서울특별시,11,서초구,11650,313055,545318,원촌중학교
290,서울특별시,11,동작구,11590,305274,545255,성남중학교
291,서울특별시,11,송파구,11710,318506,545137,아주중학교
292,서울특별시,11,동작구,11590,308380,545200,중앙대학교사범대학부속중학교
293,서울특별시,11,동작구,11590,306527,545121,장승중학교
294,서울특별시,11,동작구,11590,305680,545078,강현중학교
295,서울특별시,11,영등포구,11560,303376,545117,대영중학교
296,서울특별시,11,서초구,11650,311077,545009,반포중학교
297,서울특별시,11,구로구,11530,297806,545143,개봉중학교
298,서울특별시,11,강남구,11680,316051,544831,진선여자중학교
299,서울특별시,11,서초구,11650,311196,544866,세화여자중학교
300,서울특별시,11,송파구,11710,322236,544802,가락중학교
301,서울특별시,11,동작구,11590,304915,545006,강남중학교
302,서울특별시,11,송파구,11710,321798,544757,일신여자중학교
303,서울특별시,11,송파구,11710,323811,544676,오주중학교
304,서울특별시,11,송파구,11710,322490,544639,석촌중학교
305,서울특별시,11,구로구,11530,299583,544820,고척중학교
306,서울특별시,11,송파구,11710,320246,544470,배명중학교
307,서울특별시,11,서초구,11650,313740,544519,서일중학교
308,서울특별시,11,구로구,11530,298892,544587,경인중학교
309,서울특별시,11,영등포구,11560,302580,544491,영남중학교
310,서울특별시,11,구로구,11530,302106,544503,영림중학교
311,서울특별시,11,송파구,11710,324008,544222,보인중학교
312,서울특별시,11,강남구,11680,316084,544137,역삼중학교
313,서울특별시,11,송파구,11710,323255,544050,송파중학교
314,서울특별시,11,동작구,11590,309754,544191,동작중학교
315,서울특별시,11,동작구,11590,304850,544280,문창중학교
316,서울특별시,11,동작구,11590,304149,544217,대방중학교
317,서울특별시,11,강남구,11680,316729,544081,단국대학교사범대학부속중학교
318,서울특별시,11,구로구,11530,296398,544365,우신중학교
319,서울특별시,11,구로구,11530,300632,544221,구일중학교
320,서울특별시,11,동작구,11590,308335,544040,상현중학교
321,서울특별시,11,서초구,11650,311632,544029,방배중학교
322,서울특별시,11,서초구,11650,313957,543940,서운중학교
323,서울특별시,11,구로구,11530,302100,544142,구로중학교
324,서울특별시,11,동작구,11590,306842,544035,국사봉중학교
325,서울특별시,11,관악구,11620,307201,543902,구암중학교
326,서울특별시,11,강남구,11680,315746,543783,도곡중학교
327,서울특별시,11,영등포구,11560,303585,543887,대림중학교
328,서울특별시,11,관악구,11620,305857,543834,당곡중학교
329,서울특별시,11,강남구,11680,318081,543649,개원중학교
330,서울특별시,11,강남구,11680,316482,543646,숙명여자중학교
331,서울특별시,11,송파구,11710,322614,543531,가원중학교
332,서울특별시,11,동작구,11590,308363,543642,상도중학교
333,서울특별시,11,강남구,11680,320826,543554,수서중학교
334,서울특별시,11,강남구,11680,316947,543521,대청중학교
335,서울특별시,11,서초구,11650,310439,543450,서문여자중학교
336,서울특별시,11,강남구,11680,318665,543369,중동중학교
337,서울특별시,11,구로구,11530,302454,543552,영서중학교
338,서울특별시,11,송파구,11710,323230,543236,문정중학교
339,서울특별시,11,서초구,11650,314388,543285,영동중학교
340,서울특별시,11,강남구,11680,314946,543281,은성중학교
341,서울특별시,11,동작구,11590,309008,543321,사당중학교
342,서울특별시,11,구로구,11530,298627,543425,개웅중학교
343,서울특별시,11,송파구,11710,324721,543167,거원중학교
344,서울특별시,11,구로구,11530,297310,543426,오남중학교
345,서울특별시,11,강남구,11680,316751,543046,구룡중학교
346,서울특별시,11,서초구,11650,312523,543036,서초중학교
